"Velocity:0","Velocity:1","Velocity:2","Points:0","Points:1","Points:2"
0,0,0,2.8,2.1296,1.7103
0,0,0,2.8,1.9101,1.72
0,0,0,2.8,1.8724,1.7465
0,0,0,2.8,2.1006,1.4007
0,0,0,2.8,1.6103,1.9764
0,0,0,2.8,2.1148,1.7518
0,0,0,2.8,2.0977,1.5767
0,0,0,2.8,1.3905,2.334
0,0,0,2.8,1.5095,2.0019
0,0,0,2.8,2.0983,1.669
0,0,0,2.8,1.9164,1.5289
0,0,0,2.8,2.0179,1.6794
0,0,0,2.8,2.122,1.9508
0,0,0,2.8,1.9972,1.8267
0,0,0,2.8,1.2492,2.2242
0,0,0,2.8,1.8161,1.8244
0,0,0,2.8,1.7184,1.9678
0,0,0,2.8,2.0103,2.2095
0,0,0,2.8,1.1043,2.2384
0,0,0,2.8,2.0403,2.7071
0,0,0,2.8,1.5771,2.3379
0,0,0,2.8,1.7783,2.1143
0,0,0,2.8,1.4145,2.5676
0,0,0,2.8,1.5908,2.7001
0,0,0,2.8,1.7816,2.4891
0,0,0,2.8,1.2673,2.3311
0,0,0,2.8,1.2813,2.5696
0,0,0,2.8,1.353,1.9027
0,0,0,2.8,1.3356,2.2361
0,0,0,2.8,1.9317,1.9746
0,0,0,2.8,2.1342,1.8914
0,0,0,2.8,1.9984,1.9082
0,0,0,2.8,1.6834,2.2818
0,0,0,2.8,1.5617,2.5715
0,0,0,2.8,1.1549,0.23238
0,0,0,2.8,1.0098,0.43742
0,0,0,2.8,1.2241,0.80066
0,0,0,2.8,1.3474,0.11817
0,0,0,2.8,1.478,0.11596
0,0,0,2.8,1.8122,0.97657
0,0,0,2.8,1.8579,0.92832
0,0,0,2.8,1.2841,0.45007
0,0,0,2.8,1.6373,0.92427
0,0,0,2.8,1.4242,0.56752
0,0,0,2.8,2.1033,0.27135
0,0,0,2.8,2.0246,0.22417
0,0,0,2.8,1.8701,1.0532
0,0,0,2.8,1.8694,1.1013
0,0,0,2.8,2.13,1.0874
0,0,0,2.8,2.1473,1.0088
0,0,0,2.8,1.5915,0.10068
0,0,0,2.8,2.1224,0.91924
0,0,0,2.8,2.0234,1.0499
0,0,0,2.8,2.1246,1.1789
0,0,0,2.8,1.6097,0.82321
0,0,0,2.8,1.939,0.71018
0,0,0,2.8,2.0104,0.58994
0,0,0,2.8,1.9167,0.31028
0,0,0,2.8,1.9667,0.96659
0,0,0,2.8,1.7083,0.15641
0,0,0,2.8,1.3944,0.45191
0,0,0,2.8,2.0067,0.9122
0,0,0,2.8,1.8692,1.197
0,0,0,2.8,2.1161,0.84976
0,0,0,2.8,1.91,1.3979
0,0,0,2.8,1.9882,1.3882
0,0,0,2.8,1.8703,1.4283
0,0,0,2.8,2.0383,1.3998
0,0,0,2.8,1.9082,1.3418
0,0,0,2.8,1.5379,0.43659
0,0,0,2.8,1.566,0.2308
0,0,0,2.8,1.5092,0.79926
0,0,0,2.8,1.5051,0.56999
0,0,0,2.8,1.3476,0.57195
0,0,0,2.8,1.9242,0.81763
0,0,0,2.8,2.0327,1.2248
0,0,0,2.8,2.0987,1.2238
0,0,0,2.8,1.9991,1.1819
0,0,0,2.8,2.1266,1.3566
0,0,0,2.8,2.0389,1.3192
0,0,0,2.8,2.0082,1.5348
0,0,0,2.8,2.1249,1.4448
0,0,0,2.8,1.9939,1.6166
0,0,0,2.8,2.1246,1.5325
0,0,0,2.8,2.1243,1.621
0,0,0,2.8,2.0299,1.5752
0,0,0,2.8,0.82291,1.845
0,0,0,2.8,0.64983,1.9363
0,0,0,2.8,0.44502,2.4194
0,0,0,2.8,0.1832,2.1411
0,0,0,2.8,0.44713,2.1933
0,0,0,2.8,1.5311,1.8179
0,0,0,2.8,1.2244,1.8275
0,0,0,2.8,0.95262,2.2959
0,0,0,2.8,1.3624,1.9502
0,0,0,2.8,0.34757,2.2449
0,0,0,2.8,1.6838,1.8247
0,0,0,2.8,1.0657,2.0263
0,0,0,2.8,0.42628,2.0281
0,0,0,2.8,0.57612,1.8289
0,0,0,2.8,0.70812,1.9309
0,0,0,2.8,0.93192,2.0798
0,0,0,2.8,1.027,1.921
0,0,0,2.8,0.97751,1.9585
0,0,0,2.8,0.68364,2.3673
0,0,0,2.8,0.92309,1.8241
0,0,0,2.8,0.70357,1.8361
0,0,0,2.8,0.45154,0.81833
0,0,0,2.8,0.3337,1.8684
0,0,0,2.8,2.0919,2.2636
0,0,0,2.8,2.1064,1.8431
0,0,0,2.8,1.6303,1.8166
0,0,0,2.8,1.949,0.92046
0,0,0,2.8,1.9093,1.6702
0,0,0,2.8,1.5085,1.8618
0,0,0,2.8,1.3881,1.8625
0,0,0,2.8,1.869,1.2482
0,0,0,2.8,1.9198,1.5787
0,0,0,2.8,2.0919,0.53638
0,0,0,2.8,1.8693,1.1489
0,0,0,2.8,0.83649,0.9752
0,0,0,2.8,0.93875,0.93261
0,0,0,2.8,1.6058,0.95083
0,0,0,2.8,1.165,0.84536
0,0,0,2.8,0.76045,0.52338
0,0,0,2.8,1.0243,0.97589
0,0,0,2.8,0.87942,0.84089
0,0,0,2.8,1.361,0.85613
0,0,0,2.8,1.0732,0.98544
0,0,0,2.8,1.2206,0.95561
0,0,0,2.8,1.359,0.97956
0,0,0,2.8,0.24215,0.57515
0,0,0,2.8,0.69596,0.99371
0,0,0,2.8,1.9344,0.60536
0,0,0,2.8,0.81115,0.88873
0,0,0,2.8,1.3047,0.62119
0,0,0,2.8,1.6491,0.78408
0,0,0,2.8,1.5562,0.52728
0,0,0,2.8,1.0944,0.48033
0,0,0,2.8,1.4067,0.8802
0,0,0,2.8,0.19037,2.3186
0,0,0,2.8,0.91828,1.9284
0,0,0,2.8,0.87134,2.0386
0,0,0,2.8,0.68033,1.8032
0,0,0,2.8,0.39583,1.8307
0,0,0,2.8,1.2326,2.0726
0,0,0,2.8,0.60454,2.1605
0,0,0,2.8,0.81262,2.0752
0,0,0,2.8,1.4363,2.0501
0,0,0,2.8,0.87964,2.2652
0,0,0,2.8,0.75428,2.1938
0,0,0,2.8,0.65049,2.5472
0,0,0,2.8,0.50268,0.96043
0,0,0,2.8,0.69819,0.45906
0,0,0,2.8,0.15452,0.92745
0,0,0,2.8,0.71215,0.95387
0,0,0,2.8,0.35114,0.71369
0,0,0,2.8,0.37672,0.6555
0,0,0,2.8,1.6077,0.87205
0,0,0,2.8,0.75045,0.83204
0,0,0,2.8,1.2009,0.99373
0,0,0,2.8,1.281,0.76989
0,0,0,2.8,0.94538,0.49241
0,0,0,2.8,1.5812,0.97883
0,0,0,2.8,1.3329,1.8519
0,0,0,2.8,0.86858,1.9663
0,0,0,2.8,0.93332,2.1599
0,0,0,2.8,2.0806,2.1649
0,0,0,2.8,1.6548,1.9414
0,0,0,2.8,1.3614,1.8119
0,0,0,2.8,1.512,2.0847
0,0,0,2.8,1.9448,1.7937
0,0,0,2.8,1.1933,1.8019
0,0,0,2.8,1.1141,2.1479
0,0,0,2.8,1.7134,2.061
0,0,0,2.8,1.9956,2.146
0,0,0,2.8,1.0315,1.8637
0,0,0,2.8,1.4811,2.3188
0,0,0,2.8,1.8437,2.0731
0,0,0,2.8,1.4018,1.9245
0,0,0,2.8,1.2963,2.1686
0,0,0,2.8,0.92917,0.41673
0,0,0,2.8,1.2279,0.72756
0,0,0,2.8,1.7825,0.89763
0,0,0,2.8,1.3472,0.51535
0,0,0,2.8,1.6543,0.85872
0,0,0,2.8,1.4988,0.63861
0,0,0,2.8,1.9063,1.0368
0,0,0,2.8,1.5739,0.76255
0,0,0,2.8,1.8522,0.75178
0,0,0,2.8,1.9315,1.0041
0,0,0,2.8,1.6702,0.29197
0,0,0,2.8,1.9843,0.84855
0,0,0,2.8,2.0233,1.3607
0,0,0,2.8,1.4815,0.4966
0,0,0,2.8,1.5641,0.84135
0,0,0,2.8,1.411,0.96174
0,0,0,2.8,1.377,0.62467
0,0,0,2.8,1.9831,1.2247
0,0,0,2.8,1.9554,1.1508
0,0,0,2.8,0.24154,2.234
0,0,0,2.8,0.5435,2.2476
0,0,0,2.8,0.64498,2.0177
0,0,0,2.8,0.35575,2.3765
0,0,0,2.8,0.53169,2.3725
0,0,0,2.8,0.61913,2.4265
0,0,0,2.8,0.19515,0.4814
0,0,0,2.8,0.34898,0.57967
0,0,0,2.8,0.36755,0.78223
0,0,0,2.8,0.21086,0.92609
0,0,0,2.8,0.44802,0.90427
0,0,0,2.8,0.56162,0.60295
0,0,0,2.8,0.66161,0.96452
0,0,0,2.8,0.54163,0.77001
0,0,0,2.8,0.73253,0.99241
0,0,0,2.8,0.60129,0.8376
0,0,0,2.8,0.56173,0.95102
0,0,0,2.8,0.8054,1.8049
0,0,0,2.8,1.0669,1.8218
0,0,0,2.8,1.1182,2.0714
0,0,0,2.8,0.8224,2.2933
0,0,0,2.8,1.1892,2.2667
0,0,0,2.8,1.2361,2.1463
0,0,0,2.8,1.4177,1.8172
0,0,0,2.8,0.87398,2.1907
0,0,0,2.8,1.1771,2.1904
0,0,0,2.8,1.315,1.8079
0,0,0,2.8,1.327,1.9401
0,0,0,2.8,0.99673,2.04
0,0,0,2.8,1.4521,1.9618
0,0,0,2.8,0.60325,1.8865
0,0,0,2.8,0.70385,2.052
0,0,0,2.8,0.81248,2.1523
0,0,0,2.8,0.76133,2.265
0,0,0,2.8,0.98046,2.3775
0,0,0,2.8,1.0542,2.1681
0,0,0,2.8,1.1765,2.0369
0,0,0,2.8,1.3507,2.051
0,0,0,2.8,1.181,1.9643
0,0,0,2.8,1.2384,1.932
0,0,0,2.8,0.84229,1.8061
0,0,0,2.8,0.76359,1.9532
0,0,0,2.8,1.0128,1.8182
0,0,0,2.8,1.0753,1.9579
0,0,0,2.8,0.50965,1.9016
0,0,0,2.8,1.51,1.9228
0,0,0,2.8,1.475,1.818
0,0,0,2.8,0.82028,1.9405
0,0,0,2.8,0.75856,2.0316
0,0,0,2.8,1.5228,2.2537
0,0,0,2.8,1.1306,1.929
0,0,0,2.8,1.1206,1.8266
0,0,0,2.8,0.503,2.0392
0,0,0,2.8,0.58246,2.0676
0,0,0,2.8,0.69638,2.2949
0,0,0,2.8,1.2856,1.9647
0,0,0,2.8,1.2867,2.0312
0,0,0,2.8,1.5173,2.171
0,0,0,2.8,1.9778,2.2816
0,0,0,2.8,1.7709,2.3456
0,0,0,2.8,1.6794,2.4033
0,0,0,2.8,1.773,2.225
0,0,0,2.8,1.666,2.5117
0,0,0,2.8,1.8516,2.3957
0,0,0,2.8,0.3949,0.38331
0,0,0,2.8,0.61694,0.38228
0,0,0,2.8,0.88284,0.61085
0,0,0,2.8,0.51593,0.52835
0,0,0,2.8,0.51341,0.4307
0,0,0,2.8,0.64959,0.25433
0,0,0,2.8,0.52192,0.67694
0,0,0,2.8,0.75731,0.75676
0,0,0,2.8,0.63631,0.77456
0,0,0,2.8,1.6297,0.98217
0,0,0,2.8,1.0958,0.72743
0,0,0,2.8,1.2348,0.99501
0,0,0,2.8,1.289,0.53887
0,0,0,2.8,1.504,0.71911
0,0,0,2.8,1.5619,0.61398
0,0,0,2.8,1.4221,0.3627
0,0,0,2.8,1.465,0.9799
0,0,0,2.8,0.96626,0.97712
0,0,0,2.8,0.81839,0.72448
0,0,0,2.8,0.81706,0.64966
0,0,0,2.8,0.88225,0.53562
0,0,0,2.8,1.3327,0.75316
0,0,0,2.8,1.2731,0.83852
0,0,0,2.8,1.1643,0.61061
0,0,0,2.8,0.95093,0.64891
0,0,0,2.8,1.0231,0.60976
0,0,0,2.8,1.2312,0.65206
0,0,0,2.8,1.2284,0.50817
0,0,0,2.8,1.2241,0.86101
0,0,0,2.8,1.6835,0.97565
0,0,0,2.8,1.782,0.79564
0,0,0,2.8,1.021,0.52841
0,0,0,2.8,1.3162,0.88127
0,0,0,2.8,1.3088,0.95923
0,0,0,2.8,1.0954,0.64871
0,0,0,2.8,1.165,0.53221
0,0,0,2.8,1.1646,0.76473
0,0,0,2.8,1.0199,0.7767
0,0,0,2.8,1.0452,0.85302
0,0,0,2.8,1.5134,0.87851
0,0,0,2.8,1.5199,0.96142
0,0,0,2.8,0.90821,0.97758
0,0,0,2.8,0.93791,0.87467
0,0,0,2.8,0.82328,0.50653
0,0,0,2.8,0.74288,0.61382
0,0,0,2.8,1.4543,0.83743
0,0,0,2.8,1.4448,0.7539
0,0,0,2.8,0.94863,0.72715
0,0,0,2.8,0.88033,0.76351
0,0,0,2.8,1.1191,0.97276
0,0,0,2.8,1.1034,0.86684
0,0,0,2.8,1.7884,1.9033
0,0,0,2.8,1.6056,1.8459
0,0,0,2.8,1.6067,1.9264
0,0,0,2.8,1.9364,1.8519
0,0,0,2.8,1.9495,1.1998
0,0,0,2.8,1.91,1.1266
0,0,0,2.8,1.7041,0.91188
0,0,0,2.8,1.5636,1.9576
0,0,0,2.8,1.7052,1.8892
0,0,0,2.8,1.9782,1.0225
0,0,0,2.8,1.9884,1.3386
0,0,0,2.8,1.9461,1.6066
0,0,0,2.8,1.9932,1.7692
0,0,0,2.8,1.9116,1.7625
0,0,0,2.8,1.8644,1.6362
0,0,0,2.8,1.9538,1.6487
0,0,0,2.8,1.5783,2.0375
0,0,0,2.8,1.6517,2.0144
0,0,0,2.8,1.9497,1.2802
0,0,0,2.8,1.9091,1.2245
0,0,0,2.8,1.7963,2.0082
0,0,0,2.8,1.9331,2.193
0,0,0,2.8,1.9447,2.3787
0,0,0,2.8,1.698,2.1659
0,0,0,2.8,1.8508,2.1605
0,0,0,2.8,1.8526,0.40441
0,0,0,2.8,1.9448,0.42124
0,0,0,2.8,1.7765,0.57507
0,0,0,2.8,1.7099,0.73775
0,0,0,2.8,1.4673,0.41924
0,0,0,2.8,1.7027,0.62985
0,0,0,2.8,1.7756,0.4548
0,0,0,2.8,1.6912,0.40066
0,0,0,2.8,1.9964,0.65138
0,0,0,2.8,1.8534,0.64174
0,0,0,2.8,2.0804,0.63446
0,0,0,2.8,1.9779,0.51815
0,0,0,2.8,1.9149,0.95138
0,0,0,2.8,1.9527,0.87873
0,0,0,2.8,0.87305,1.8369
0,0,0,2.8,0.67529,0.85266
0,0,0,2.8,1.1719,0.96136
0,0,0,2.8,0.68448,2.1734
0,0,0,2.8,0.44871,1.8835
0,0,0,2.8,0.60809,0.9851
0,0,0,2.8,1.8719,2.0134
0,0,0,2.8,0.64122,2.2381
0,0,0,2.8,0.45317,2.1015
0,0,0,2.8,0.39094,0.93107
0,0,0,2.8,0.90854,1.8733
0,0,0,2.8,0.96719,1.8119
0,0,0,2.8,0.47577,1.9582
0,0,0,2.8,0.9871,0.84288
0,0,0,2.8,1.583,1.8158
0,0,0,2.8,1.6192,0.46907
0,0,0,2.8,0.73632,1.8885
0,0,0,2.8,1.1382,1.8744
0,0,0,2.8,1.1709,1.8338
0,0,0,2.8,0.55165,1.8807
0,0,0,2.8,1.2461,1.8778
0,0,0,2.8,0.76413,1.8301
0,0,0,2.8,1.2812,1.8388
0,0,0,2.8,0.6809,1.8857
0,0,0,2.8,0.64333,1.8336
0,0,0,2.8,1.1372,0.91232
0,0,0,2.8,0.76704,0.95642
0,0,0,2.8,1.2601,0.96932
0,0,0,2.8,0.65146,0.61075
0,0,0,2.8,0.60171,0.69021
0,0,0,2.8581,1.3529,1.03
0,0,0,2.8314,1.3777,1.03
0,0,0,2.8633,1.4569,1.03
0,0,0,2.8424,1.5744,1.03
0,0,0,2.8334,0.73372,1.03
0,0,0,2.8277,1.7545,1.03
0,0,0,2.8497,1.2346,1.03
0,0,0,2.8514,1.298,1.03
0,0,0,2.8557,1.7388,1.03
0,0,0,2.8694,1.5985,1.03
0,0,0,2.8381,1.6262,1.03
0,0,0,2.8516,1.6804,1.03
0,0,0,2.8315,0.98763,1.03
0,0,0,2.8322,1.4214,1.03
0,0,0,2.8647,1.405,1.03
0,0,0,2.8708,1.6349,1.03
0,0,0,2.8296,1.4656,1.03
0,0,0,2.8484,1.5131,1.03
0,0,0,2.8667,0.7521,1.03
0,0,0,2.8666,0.6966,1.03
0,0,0,2.8333,0.67821,1.03
0,0,0,2.8326,1.1406,1.03
0,0,0,2.8329,1.0331,1.03
0,0,0,2.8298,1.1867,1.03
0,0,0,2.858,0.96166,1.03
0,0,0,2.8332,1.0868,1.03
0,0,0,2.8326,0.62419,1.03
0,0,0,2.8663,1.1236,1.03
0,0,0,2.8637,1.1777,1.03
0,0,0,2.8337,0.78908,1.03
0,0,0,2.8416,0.4801,1.03
0,0,0,2.8704,0.85218,1.03
0,0,0,2.8663,0.64125,1.03
0,0,0,2.8664,1.0686,1.03
0,0,0,2.8365,0.84321,1.03
0,0,0,2.8674,0.80615,1.03
0,0,0,2.8516,0.89991,1.03
0,0,0,2.8651,1.0151,1.03
0,0,0,2.842,0.24558,1.03
0,0,0,2.8675,0.17675,1.03
0,0,0,2.8333,0.35263,1.03
0,0,0,2.8297,0.57832,1.03
0,0,0,2.8686,0.22005,1.03
0,0,0,2.8352,0.1427,1.03
0,0,0,2.8352,0.19297,1.03
0,0,0,2.851,0.39843,1.03
0,0,0,2.8686,0.13425,1.03
0,0,0,2.8666,0.35265,1.03
0,0,0,2.8635,0.58726,1.03
0,0,0,2.8484,0.53182,1.03
0,0,0,2.8584,0.44875,1.03
0,0,0,2.849,0.3058,1.03
0,0,0,2.8491,1.7895,1.03
0,0,0,2.8421,0.095255,1.03
0,0,0,2.8662,1.83,1.6909
0,0,0,2.872,1.83,1.1052
0,0,0,2.8674,1.83,1.469
0,0,0,2.8396,1.83,1.2462
0,0,0,2.8706,1.83,1.6551
0,0,0,2.8341,1.83,1.469
0,0,0,2.8332,1.83,1.3291
0,0,0,2.8505,1.83,1.4284
0,0,0,2.8501,1.83,1.3702
0,0,0,2.8484,1.83,1.2904
0,0,0,2.8365,1.83,1.6612
0,0,0,2.8553,1.83,1.2034
0,0,0,2.8322,1.83,1.697
0,0,0,2.8518,1.83,1.1397
0,0,0,2.8665,1.83,1.3291
0,0,0,2.8509,1.83,1.6157
0,0,0,2.8504,1.83,1.5091
0,0,0,2.8387,1.83,1.0827
0,0,0,2.8581,1.83,1.7296
0,0,0,2.8501,1.83,1.5622
0,0,0,2.8336,0.1956,1.77
0,0,0,2.8333,0.80806,1.77
0,0,0,2.8667,0.39928,1.77
0,0,0,2.8333,0.41786,1.77
0,0,0,2.8667,0.78948,1.77
0,0,0,2.8667,0.23235,1.77
0,0,0,2.8667,0.34354,1.77
0,0,0,2.8667,0.28781,1.77
0,0,0,2.8667,0.84522,1.77
0,0,0,2.8667,0.73374,1.77
0,0,0,2.8333,0.8638,1.77
0,0,0,2.8333,0.47361,1.77
0,0,0,2.8333,1.5327,1.77
0,0,0,2.8667,0.56651,1.77
0,0,0,2.8667,0.62225,1.77
0,0,0,2.8333,0.58509,1.77
0,0,0,2.8333,0.91954,1.77
0,0,0,2.8333,0.64083,1.77
0,0,0,2.8333,0.69658,1.77
0,0,0,2.8314,1.7418,1.77
0,0,0,2.8333,1.1425,1.77
0,0,0,2.865,1.7331,1.77
0,0,0,2.8667,1.5141,1.77
0,0,0,2.8667,0.90096,1.77
0,0,0,2.8667,1.0682,1.77
0,0,0,2.8333,1.4212,1.77
0,0,0,2.8667,1.3469,1.77
0,0,0,2.8333,1.1983,1.77
0,0,0,2.8667,0.45503,1.77
0,0,0,2.8333,0.36212,1.77
0,0,0,2.8667,1.0124,1.77
0,0,0,2.8333,0.30638,1.77
0,0,0,2.8333,0.97529,1.77
0,0,0,2.8667,1.1239,1.77
0,0,0,2.8667,0.51077,1.77
0,0,0,2.8671,0.17879,1.77
0,0,0,2.8333,0.52935,1.77
0,0,0,2.8686,0.13452,1.77
0,0,0,2.8334,0.2507,1.77
0,0,0,2.835,0.14317,1.77
0,0,0,2.8667,1.1797,1.77
0,0,0,2.8667,1.2354,1.77
0,0,0,2.8667,0.67799,1.77
0,0,0,2.8333,0.75232,1.77
0,0,0,2.8333,1.254,1.77
0,0,0,2.8667,1.4026,1.77
0,0,0,2.8667,1.4584,1.77
0,0,0,2.8333,1.477,1.77
0,0,0,2.8667,0.95671,1.77
0,0,0,2.8333,1.0868,1.77
0,0,0,2.8333,1.031,1.77
0,0,0,2.8667,1.5699,1.77
0,0,0,2.8333,1.5884,1.77
0,0,0,2.8667,1.2912,1.77
0,0,0,2.8333,1.3655,1.77
0,0,0,2.8333,1.3097,1.77
0,0,0,2.8664,1.6807,1.77
0,0,0,2.8666,1.6256,1.77
0,0,0,2.8329,1.6975,1.77
0,0,0,2.8333,1.6439,1.77
0,0,0,2.8421,0.09529,1.77
0,0,0,2.8579,1.7812,1.77
0,0,0,2.9,0.42628,2.2871
0,0,0,2.9,1.0724,2.1395
0,0,0,2.9,0.42978,2.6306
0,0,0,2.9,2.0107,2.4556
0,0,0,2.9,0.72432,2.4445
0,0,0,2.9,1.8829,2.6424
0,0,0,2.9,1.2178,2.4384
0,0,0,2.9,1.5336,2.1115
0,0,0,2.9,1.4106,2.1131
0,0,0,2.9,1.8649,2.2821
0,0,0,2.9,1.5875,2.4395
0,0,0,2.9,1.3504,2.4573
0,0,0,2.9,1.0745,2.4421
0,0,0,2.9,1.946,1.1402
0,0,0,2.9,1.1508,2.1082
0,0,0,2.9,1.6492,2.0919
0,0,0,2.9,0.83312,2.4597
0,0,0,2.9,0.31196,2.5106
0,0,0,2.9,0.20739,1.8636
0,0,0,2.9,0.94819,2.4632
0,0,0,2.9,0.21063,2.5696
0,0,0,2.9,1.8672,1.9468
0,0,0,2.9,0.99241,2.1142
0,0,0,2.9,0.8729,2.1144
0,0,0,2.9,2.0448,2.0871
0,0,0,2.9,1.9336,1.9111
0,0,0,2.9,1.2839,2.1128
0,0,0,2.9,0.64395,2.1205
0,0,0,2.9,0.20315,2.0682
0,0,0,2.9,0.75999,2.1149
0,0,0,2.9,1.9495,1.2827
0,0,0,2.9,1.9332,1.6864
0,0,0,2.9,2.0605,1.0793
0,0,0,2.9,2.0653,1.4424
0,0,0,2.9,1.9497,1.4234
0,0,0,2.9,2.068,1.2726
0,0,0,2.9,1.9419,1.385
0,0,0,2.9,1.95,1.3252
0,0,0,2.9,2.0601,1.1823
0,0,0,2.9,1.9523,1.0451
0,0,0,2.9,2.0627,1.532
0,0,0,2.9,0.60003,0.69566
0,0,0,2.9,2.0644,1.6249
0,0,0,2.9,1.9598,1.4809
0,0,0,2.9,1.655,0.69046
0,0,0,2.9,1.9053,0.8926
0,0,0,2.9,2.0344,0.33584
0,0,0,2.9,1.8388,0.85299
0,0,0,2.9,2.0959,2.022
0,0,0,2.9,2.0548,1.9687
0,0,0,2.9,1.4745,2.4589
0,0,0,2.9,2.0577,1.9122
0,0,0,2.9,1.9463,1.5555
0,0,0,2.9,1.9429,1.7442
0,0,0,2.9,2.0681,1.7798
0,0,0,2.9,2.0535,1.8416
0,0,0,2.9,2.0781,1.7237
0,0,0,2.9,2.0628,1.0168
0,0,0,2.9,2.0936,0.7802
0,0,0,2.9,2.0705,1.3587
0,0,0,2.9,1.959,1.2372
0,0,0,2.9,2.0447,0.71144
0,0,0,2.9,2.0802,0.90203
0,0,0,2.9,1.8645,0.51804
0,0,0,2.9,2.0645,0.95871
0,0,0,2.9,2.0464,0.84635
0,0,0,2.9,0.10549,1.8718
0,0,0,2.9,0.37906,1.9577
0,0,0,2.9,0.15389,1.9473
0,0,0,2.9,0.12976,1.8256
0,0,0,2.9,0.17151,0.80653
0,0,0,2.9,0.28307,0.91422
0,0,0,2.9,0.30425,1.8957
0,0,0,2.9,1.3907,0.70653
0,0,0,2.9,0.40075,0.87715
0,0,0,2.9,0.26401,0.65
0,0,0,2.9,0.33807,0.90294
0,0,0,2.9,0.22313,0.94287
0,0,0,2.9,0.11539,0.9277
0,0,0,2.9,0.2375,0.7278
0,0,0,2.9,1.1503,0.69749
0,0,0,2.9,1.2763,0.68979
0,0,0,2.9,1.5314,0.69254
0,0,0,2.9,1.8837,0.15708
0,0,0,2.9,0.75856,0.6874
0,0,0,2.9,0.89916,0.69533
0,0,0,2.9,0.8332,0.31445
0,0,0,2.9,0.97004,0.65498
0,0,0,2.9,1.0926,0.36075
0,0,0,2.9,1.4555,0.67047
0,0,0,2.9,1.5959,0.36019
0,0,0,2.9,1.4975,0.34554
0,0,0,2.9,0.23624,0.22545
0,0,0,2.9,0.46537,0.48788
0,0,0,2.9,0.16729,0.96789
0,0,0,2.9,0.1211,0.98398
0,0,0,2.9,0.73554,0.35701
0,0,0,2.9,1.0614,0.68052
0,0,0,2.9,0.44141,0.13331
0,0,0,2.9,0.93831,0.34512
0,0,0,2.9,1.3182,0.35433
0,0,0,2.9,1.2124,0.31609
0,0,0,2.9,2.0398,2.7066
0,0,0,2.9,0.69957,1.9989
0,0,0,2.9,1.1298,1.8907
0,0,0,2.9,0.89415,2.5706
0,0,0,2.9,1.9312,2.0826
0,0,0,2.9,1.0205,2.5695
0,0,0,2.9,1.5161,2.3591
0,0,0,2.9,1.1511,2.5658
0,0,0,2.9,1.7237,1.9551
0,0,0,2.9,1.5126,1.8949
0,0,0,2.9,1.3052,2.3543
0,0,0,2.9,1.4773,2.6879
0,0,0,2.9,1.218,2.6846
0,0,0,2.9,1.9119,2.4881
0,0,0,2.9,1.7825,2.4886
0,0,0,2.9,1.8814,1.1433
0,0,0,2.9,1.2188,1.9982
0,0,0,2.9,1.4431,1.8741
0,0,0,2.9,1.5909,2.7002
0,0,0,2.9,0.70605,2.6734
0,0,0,2.9,0.36556,1.8775
0,0,0,2.9,0.28662,2.6643
0,0,0,2.9,0.31596,1.8275
0,0,0,2.9,0.83287,2.6822
0,0,0,2.9,1.2169,2.2306
0,0,0,2.9,1.6403,1.8668
0,0,0,2.9,1.0964,1.9979
0,0,0,2.9,1.0142,1.8857
0,0,0,2.9,1.0704,1.8892
0,0,0,2.9,2.0198,2.5715
0,0,0,2.9,1.8673,1.7455
0,0,0,2.9,1.1426,2.3579
0,0,0,2.9,1.3077,1.8914
0,0,0,2.9,0.85908,1.8802
0,0,0,2.9,1.002,2.2105
0,0,0,2.9,2.0029,1.4364
0,0,0,2.9,1.8705,1.687
0,0,0,2.9,2.0982,1.2264
0,0,0,2.9,1.9001,1.0877
0,0,0,2.9,2.1246,1.5317
0,0,0,2.9,2.0292,1.4853
0,0,0,2.9,2.1012,1.3143
0,0,0,2.9,1.9084,1.4021
0,0,0,2.9,1.8691,1.2846
0,0,0,2.9,2.0971,1.1343
0,0,0,2.9,2.0094,1.0395
0,0,0,2.9,2.0323,1.6811
0,0,0,2.9,0.50449,0.9738
0,0,0,2.9,2.1013,1.6699
0,0,0,2.9,1.8701,1.3774
0,0,0,2.9,1.5633,0.92138
0,0,0,2.9,1.5978,0.80584
0,0,0,2.9,1.7134,0.82313
0,0,0,2.9,2.0018,0.78642
0,0,0,2.9,2.0104,0.58994
0,0,0,2.9,1.8049,1.8308
0,0,0,2.9,1.2829,2.5678
0,0,0,2.9,1.0549,2.3128
0,0,0,2.9,1.894,1.6224
0,0,0,2.9,1.9045,1.726
0,0,0,2.9,1.8731,1.5683
0,0,0,2.9,1.8669,1.4663
0,0,0,2.9,1.8728,1.8656
0,0,0,2.9,2.147,1.791
0,0,0,2.9,2.1144,1.0401
0,0,0,2.9,2.101,1.4004
0,0,0,2.9,1.986,1.1871
0,0,0,2.9,1.9222,0.81802
0,0,0,2.9,2.1134,0.94319
0,0,0,2.9,1.7768,0.69293
0,0,0,2.9,2.1458,1.0107
0,0,0,2.9,2.1188,0.84881
0,0,0,2.9,0.24705,1.837
0,0,0,2.9,0.2681,2.3809
0,0,0,2.9,0.2168,1.9928
0,0,0,2.9,0.2339,0.8675
0,0,0,2.9,2.1033,0.27135
0,0,0,2.9,0.22712,1.9123
0,0,0,2.9,0.13855,2.0143
0,0,0,2.9,0.45366,1.8252
