"Velocity:0","Velocity:1","Velocity:2","Points:0","Points:1","Points:2"
0,0,0,2.9653,0,1.2699
0,0,0,3.7232,0,1.4077
0,0,0,3.3968,0,0.91873
0,0,0,3.0626,0,1.3458
0,0,0,3.9708,0,0.19538
0,0,0,3.4908,0,2.097
0,0,0,3.9623,0,2.6049
0,0,0,3.4175,0,2.2324
0,0,0,4.118,0,1.5851
0,0,0,3.2867,0,1.6391
0,0,0,3.109,0,1.9897
0,0,0,3.5347,0,1.2213
0,0,0,2.9569,0,1.5329
0,0,0,4.2048,0,1.7872
0,0,0,4.1797,0,2.125
0,0,0,4.1575,0,2.3129
0,0,0,4.5167,0,2.0176
0,0,0,4.5415,0,1.161
0,0,0,4.085,0,0.8384
0,0,0,4.4282,0,1.0237
0,0,0,4.1816,0,0.6763
0,0,0,3.9508,0,2.3869
0,0,0,3.7073,0,2.1233
0,0,0,3.8415,0,1.9716
0,0,0,3.5001,0,1.8033
0,0,0,4.2159,0,1.0181
0,0,0,3.8316,0,0.84436
0,0,0,4.2426,0,1.3984
0,0,0,4.1217,0,1.2117
0,0,0,3.7348,0,1.8361
0,0,0,4.0731,0,1.9643
0,0,0,3.933,0,1.2414
0,0,0,3.877,0,1.3969
0,0,0,3.7967,0,0.13692
0,0,0,3.701,0,0.66497
0,0,0,3.9582,0,0.41115
0,0,0,3.696,0,0.91956
0,0,0,3.7584,0,0.48618
0,0,0,3.4649,0,2.3536
0,0,0,3.615,0,2.3749
0,0,0,3.7586,0,2.2933
0,0,0,3.1693,0,2.0411
0,0,0,3.4506,0,1.5039
0,0,0,3.0081,0,1.8322
0,0,0,3.3693,0,2.0158
0,0,0,3.5222,0,1.6839
0,0,0,3.0626,0,1.5795
0,0,0,3.5341,0,1.3314
0,0,0,3.2873,0,1.5127
0,0,0,3.5315,0,1.4394
0,0,0,2.9651,0,0.97211
0,0,0,3.05,0,1.2811
0,0,0,3.1976,0,1.6902
0,0,0,3.2038,0,1.453
0,0,0,3.0467,0,1.4604
0,0,0,2.9899,0,1.3376
0,0,0,3.2856,0,1.3914
0,0,0,3.4072,0,1.8407
0,0,0,3.5523,0,1.557
0,0,0,3.2006,0,1.1194
0,0,0,3.0477,0,1.0685
0,0,0,3.1417,0,1.8778
0,0,0,3.2707,0,1.7579
0,0,0,3.4476,0,1.2787
0,0,0,3.2858,0,1.2749
0,0,0,3.2055,0,1.5741
0,0,0,3.4539,0,1.6095
0,0,0,3.5177,0,1.11
0,0,0,3.2869,0,1.1574
0,0,0,3.4809,0,0.98453
0,0,0,3.6304,0,0.3599
0,0,0,3.1842,0,0.72437
0,0,0,3.2717,0,1.022
0,0,0,3.0458,0,0.56971
0,0,0,3.3906,0,0.61272
0,0,0,2.9309,0,1.4449
0,0,0,2.9954,0,1.5813
0,0,0,3.0186,0,1.638
0,0,0,3.255,0,0.78043
0,0,0,2.9649,0,1.8979
0,0,0,3.3706,0,0.98923
0,0,0,3.0657,0,2.0459
0,0,0,2.937,0,1.5836
0,0,0,3.9299,0,1.5532
0,0,0,3.7838,0,0.99472
0,0,0,3.5847,0,0.91679
0,0,0,3.1733,0,1.9521
0,0,0,3.0475,0,1.7741
0,0,0,3.0078,0,1.2155
0,0,0,3.0654,0,1.5182
0,0,0,3.0254,0,0.95565
0,0,0,3.3473,0,1.914
0,0,0,3.0379,0,0.99971
0,0,0,3.1774,0,1.7935
0,0,0,3.0559,0,1.8888
0,0,0,3.2643,0,1.9894
0,0,0,3.1016,0,1.9359
0,0,0,3.0926,0,1.8177
0,0,0,3.1778,0,1.0417
0,0,0,3.3308,0,1.8219
0,0,0,3.475,0,1.9339
0,0,0,3.0723,0,1.6564
0,0,0,2.9402,0,1.2153
0,0,0,3.0392,0,1.3896
0,0,0,2.9334,0,1.3615
0,0,0,3.02,0,1.524
0,0,0,2.9488,0,1.722
0,0,0,3.5921,0,1.8653
0,0,0,3.3444,0,0.84994
0,0,0,3.0508,0,0.85617
0,0,0,3.1866,0,0.78025
0,0,0,3.4727,0,0.84221
0,0,0,3.3257,0,0.93432
0,0,0,3.079,0,0.93843
0,0,0,2.962,0,0.84454
0,0,0,3.1743,0,0.94852
0,0,0,3.1865,0,0.84306
0,0.0033123,0,1.1358,0,1.159
0,0.0033123,0,1.2099,0,1.1552
0,0.0033123,0,1.1849,0,1.5098
0,0.0033123,0,1.2569,0,1.6217
0,0.0033123,0,1.1762,0,1.2011
0,0.0033123,0,1.2796,0,1.3955
0,0.0033123,0,1.5123,0,1.1822
0,0.0033123,0,1.2927,0,1.1939
0,0.0033123,0,1.6327,0,1.151
0,0.0033123,0,1.6565,0,1.2122
0,0.0033123,0,1.5649,0,1.1582
0,0.0033123,0,1.2907,0,1.6044
0,0.0033123,0,1.6764,0,1.1779
0,0.0033123,0,1.1874,0,1.6638
0,0.0033123,0,1.1775,0,1.2604
0,0.0033123,0,1.5998,0,1.2734
0,0.0033123,0,1.1653,0,1.5928
0,0.0033123,0,1.1482,0,1.6334
0,0.0033123,0,1.5008,0,1.4027
0,0.0033123,-0,1.5862,0,1.5238
0,0.0033123,0,1.5357,0,1.6305
0,0.0033123,0,1.6465,0,1.6614
0,0.0033123,0,1.6563,0,1.5879
0,0.0033123,0,1.5909,0,1.6388
-0,0.0033123,0,1.6253,0,1.5621
0,0.0033123,0,1.235,0,1.1959
0,0.0033123,0,1.1383,0,1.495
0,0.0033123,0,1.4093,0,1.6479
0,0.0033123,0,1.1741,0,1.1364
0,0.0033123,0,1.1331,0,1.2461
0,0.0033123,0,1.192,0,1.3477
0,0.0033123,0,1.2556,0,1.1403
0,0.0033123,0,1.3628,0,1.3226
0,0.0033123,0,1.5485,0,1.2134
-0,0.0033123,0,1.4383,0,1.544
0,0.0033123,0,1.3439,0,1.6728
-0,0.0033123,0,1.3928,0,1.1687
0,0.0033123,0,1.1753,0,1.394
0,0.0033123,0,1.1334,0,1.4516
0,0.0033123,0,1.6682,0,1.3369
0,0.0033123,0,1.1987,0,1.4338
0,0.0033123,0,1.6715,0,1.294
0,0.0033123,0,1.3435,0,1.1273
0,0.0033123,0,1.5942,0,1.3573
0,0.0033123,0,1.2597,0,1.5716
0,0.0033123,0,1.1307,0,1.5985
0,0.0033123,0,1.5248,0,1.2945
0,0.0033123,0,1.2968,0,1.6555
0,0.0033123,0,1.6021,0,1.4397
0,0.0033123,0,1.6528,0,1.4489
0,0.0033123,0,1.3539,0,1.4766
0,0.0033123,0,1.5846,0,1.5753
0,0.0033123,0,1.6331,0,1.5226
0,0.0033123,0,1.492,0,1.1377
0,0.0033123,0,1.4529,0,1.6641
0,0.0033123,0,1.5994,0,1.2193
0,0.0033123,0,1.5265,0,1.1361
0,0.0033123,0,1.4541,0,1.135
0,0.0033123,0,1.1287,0,1.1998
0,0.0033123,0,1.4472,0,1.2464
0,0.0033123,0,1.3077,0,1.1379
0,0.0033123,0,1.2587,0,1.2871
0,0.0033123,0,1.5314,0,1.6679
0,0.0033123,0,1.6627,0,1.4983
0,0.0033123,0,1.5322,0,1.5188
0,0.0033123,0,1.6055,0,1.6629
0,0.0033123,0,1.6698,0,1.6239
0,0.0033123,0,1.5675,0,1.6593
0,0.0033123,0,1.6188,0,1.6164
0,0.0033123,0,1.2445,0,1.5061
0,0.0033123,0,1.1494,0,1.6721
0,0.0033123,0,1.2346,0,1.6596
0,0.0033123,0,1.2006,0,1.5594
0,0.0033123,0,1.1402,0,1.5514
0,0.0033123,0,1.207,0,1.6157
0,0.0033123,0,1.1713,0,1.4663
0,0.0033123,0,1.3767,0,1.6016
0,0.0033123,0,1.2081,0,1.2982
0,0.0033123,0,1.1507,0,1.3036
0,0.0033123,0,1.4471,0,1.2019
0,0.0033123,0,1.4387,0,1.4654
0,0.0033123,0,1.3757,0,1.6715
0,0.0033123,0,1.313,0,1.264
0,0.0033123,0,1.1417,0,1.3561
0,0.0033123,0,1.6264,0,1.3132
0,0.0033123,0,1.377,0,1.1324
0,0.0033123,0,1.5739,0,1.3088
0,0.0033123,0,1.5068,0,1.2425
0,0.0033123,0,1.6159,0,1.4823
0,0.0033123,0,1.6643,0,1.4045
0,0.0033123,0,1.6408,0,1.2603
0,0.0033123,0,1.4529,0,1.6246
0,0.0033123,0,1.416,0,1.1335
0,0.0033123,0,1.3815,0,1.2548
0,0.0033123,0,1.2627,0,1.2371
0,0.0033123,0,1.5149,0,1.5613
0,0.0033123,0,1.6686,0,1.5464
0,0.0033123,0,1.3558,0,1.641
0,0.0033123,0,1.2983,0,1.4573
0,0.0033123,0,1.3733,0,1.2036
0,0.0033123,0,1.2194,0,1.2469
0,0.0033123,0,1.4349,0,1.3155
0,0.0033123,0,1.4909,0,1.3193
0,0.0033123,0,1.5675,0,1.4023
0,0.0033123,0,1.5593,0,1.2598
0,0.0033123,0,1.2456,0,1.3426
0,0.0033123,0,1.1617,0,1.4301
0,0.0033123,0,1.1303,0,1.4044
0,0.0033123,0,1.21,0,1.4731
0,0.0033123,0,1.2242,0,1.3929
0,0.0033123,0,1.4085,0,1.4013
0,0.0033123,0,1.2445,0,1.4439
0,0.0033123,0,1.3023,0,1.3353
0,0.0033123,0,1.3515,0,1.3996
0,0.0033123,0,1.6741,0,1.3728
0,0.0033123,0,1.5492,0,1.4634
0,0.0033123,0,1.5341,0,1.3484
0,0.0033123,0,1.6205,0,1.4031
0,0.0033123,0,1.3051,0,1.5195
0,0.0033123,0,1.4786,0,1.6151
0,0.0033123,-0,1.3546,0,1.5333
0,0.0033123,0,1.5737,0,1.6172
0,0.0033123,0,1.5013,0,1.4923
0,0.0033123,0,1.4057,0,1.5032
0,0.0033123,0,1.4583,0,1.4985
0,0.0033123,0,1.3396,0,1.217
0,0.0033123,0,1.4322,0,1.1695
0,0.0033123,0,1.346,0,1.1682
0,0.0033123,0,1.5053,0,1.6039
0,0.0033123,0,1.4117,0,1.208
0,0.0033123,0,1.4447,0,1.3762
0,0.0033123,0,1.4222,0,1.592
0,0.0033123,0,1.5535,0,1.5515
0,0.0033123,0,1.3917,0,1.5577
0,0.0033123,0,1.5449,0,1.5884
0,0.0033123,0,1.4763,0,1.21
0,0.0033123,0,1.4802,0,1.2843
0,0.0033123,0,1.4694,0,1.1727
0,0.0033123,0,1.4459,0,1.424
0,0.0033123,0,1.4852,0,1.5318
0,0.0033123,0,1.4011,0,1.445
0,0.0033123,0,1.481,0,1.3524
0,0.0033123,0,1.3999,0,1.3631
0,0.0033123,0,1.4822,0,1.4567
0,0.0033123,0,1.6407,0,1.3642
0,0.0033123,0,1.4697,0,1.5814
0,0.0033123,0,1.3533,0,1.5731
0,0.0033123,0,1.4924,0,1.6506
0,0.0033123,0,1.3151,0,1.5682
0,0.0033123,0,1.3305,0,1.6063
0,0,0,2.6732,0,2.6214
0,0,0,2.4249,0,0.93309
0,0,0,2.4282,0,1.6384
0,0,0,2.4169,0,1.7631
0,0,0,2.0955,0,1.6673
0,0,0,2.4114,0,1.8934
0,0,0,2.4454,0,1.7091
0,0,0,2.4413,0,1.3759
0,0,0,2.0668,0,1.4197
0,0,0,2.0681,0,1.5385
0,0,0,2.4323,0,1.5024
0,0,0,2.5902,0,2.4522
0,0,0,1.1078,0,2.0645
0,0,0,2.4056,0,2.5693
0,0,0,2.5489,0,2.6473
0,0,0,2.452,0,0.79449
0,0,0,2.0687,0,1.3086
0,0,0,2.427,0,1.0115
0,0,0,2.6489,0,0.19739
0,0,0,2.5173,0,0.13652
0,0,0,2.6395,0,0.37482
0,0,0,2.4397,0,1.1094
0,0,0,2.4142,0,1.2926
0,0,0,2.0773,0,1.2009
0,0,0,1.4374,0,2.0641
0,0,0,2.411,0,1.1986
0,0,0,2.0695,0,1.1242
0,0,0,1.6458,0,0.38942
0,0,0,2.1992,0,0.59033
0,0,0,2.4599,0,1.9868
0,0,0,2.221,0,2.1829
0,0,0,1.9216,0,2.4255
0,0,0,1.6065,0,2.0759
0,0,0,1.7967,0,2.4556
0,0,0,1.4771,0,2.4327
0,0,0,1.3743,0,2.0815
0,0,0,1.5119,0,2.077
0,0,0,1.6467,0,2.406
0,0,0,1.705,0,2.0615
0,0,0,1.2728,0,0.7278
0,0,0,1.2765,0,2.0809
0,0,0,1.1532,0,2.4321
0,0,0,1.1955,0,2.0547
0,0,0,0.90153,0,2.4068
0,0,0,0.37145,0,1.8393
0,0,0,1.3142,0,2.4185
0,0,0,1.0083,0,2.4285
0,0,0,0.60642,0,2.1917
0,0,0,0.75744,0,1.6622
0,0,0,1.7921,0,0.35737
0,0,0,0.38669,0,0.97106
0,0,0,1.3169,0,0.36552
0,0,0,1.9337,0,0.31021
0,0,0,2.3482,0,0.19801
0,0,0,1.4255,0,0.74223
0,0,0,1.5708,0,0.7325
0,0,0,1.3576,0,0.74071
0,0,0,1.1778,0,0.75465
0,0,0,0.60476,0,0.59427
0,0,0,1.7227,0,0.72171
0,0,0,1.4751,0,0.38731
0,0,0,0.73702,0,1.4778
0,0,0,0.72497,0,1.5957
0,0,0,0.73302,0,1.2735
0,0,0,0.37934,0,1.5102
0,0,0,0.34885,0,1.7153
0,0,0,0.35964,0,1.4682
0,0,0,0.3511,0,1.0861
0,0,0,0.36719,0,1.1848
0,0,0,0.73662,0,1.4095
0,0,0,0.36484,0,1.2845
0,0,0,0.36525,0,1.3279
0,0,0,0.36478,0,1.4263
0,0,0,0.3681,0,1.6177
0,0,0,0.25949,0,2.6055
0,0,0,0.32356,0,1.9531
0,0,0,0.17041,0,2.4321
0,0,0,1.1505,0,0.3971
0,0,0,0.35128,0,0.8805
0,0,0,0.41857,0,0.23395
0,0,0,0.8886,0,0.39691
0,0,0,1.0059,0,0.35346
0,0,0,1.0888,0,0.7268
0,0,0,0.73361,0,1.1289
0,0,0,0.2188,0,0.26956
0,0,0,0.73386,0,1.3431
0,0,0,0.36632,0,1.3767
0,0,0,0.7328,0,1.2002
0,0,0,2.5542,0,1.3272
0,0,0,2.6864,0,1.5453
0,0,0,2.5651,0,1.5651
0,0,0,2.6794,0,1.6874
0,0,0,2.1997,0,1.5997
0,0,0,2.6767,0,1.644
0,0,0,2.6867,0,1.908
0,0,0,2.6292,0,2.1835
0,0,0,2.1966,0,1.2569
0,0,0,2.5511,0,1.6682
0,0,0,1.8385,0,1.417
0,0,0,2.6701,0,1.2925
0,0,0,1.952,0,1.1313
0,0,0,1.9393,0,1.2592
0,0,0,1.8288,0,1.5221
0,0,0,2.6681,0,1.4112
0,0,0,2.6646,0,1.4824
0,0,0,2.7144,0,2.0464
0,0,0,1.4839,0,2.1913
0,0,0,2.547,0,1.959
0,0,0,2.6306,0,0.62146
0,0,0,2.2971,0,1.2404
0,0,0,2.6768,0,0.94213
0,0,0,2.6748,0,1.0055
0,0,0,2.5532,0,1.1265
0,0,0,2.5203,0,0.96418
0,0,0,2.5264,0,1.0551
0,0,0,2.6838,0,1.1877
0,0,0,1.8258,0,1.281
0,0,0,1.3645,0,1.8251
0,0,0,1.8273,0,1.3222
0,0,0,2.4406,0,2.2261
0,0,0,1.824,0,1.1941
0,0,0,1.6858,0,0.97593
0,0,0,1.9805,0,0.56023
0,0,0,1.9894,0,1.9797
0,0,0,2.2147,0,2.458
0,0,0,1.9442,0,1.5871
0,0,0,1.8115,0,1.63
0,0,0,2.5544,0,1.4422
0,0,0,1.523,0,1.8319
0,0,0,2.0546,0,2.569
0,0,0,1.5664,0,2.5516
0,0,0,1.4118,0,2.3068
0,0,0,1.2502,0,1.8259
0,0,0,1.4193,0,1.8249
0,0,0,1.6325,0,1.8418
0,0,0,1.444,0,0.60046
0,0,0,1.23,0,1.9375
0,0,0,1.4606,0,1.9427
0,0,0,1.1573,0,1.8271
0,0,0,1.3138,0,2.6773
0,0,0,1.6475,0,2.1563
0,0,0,1.1038,0,1.8242
